name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			IEEE John von Neumann Medal
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE John von Neumann Medal
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE John von Neumann Medal
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE John von Neumann Medal
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			IEEE John von Neumann Medal
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			IEEE John von Neumann Medal
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			IEEE John von Neumann Medal
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE John von Neumann Medal
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE John von Neumann Medal
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE John von Neumann Medal
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			Eckert–Mauchly Award
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			Eckert–Mauchly Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			Eckert–Mauchly Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			Eckert–Mauchly Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			Eckert–Mauchly Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			Eckert–Mauchly Award
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			Eckert–Mauchly Award
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			Eckert–Mauchly Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			Eckert–Mauchly Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			Eckert–Mauchly Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			Eckert–Mauchly Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			Eckert–Mauchly Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Eckert–Mauchly Award
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Eckert–Mauchly Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Eckert–Mauchly Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			IEEE Emanuel R. Piore Award
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			IEEE Emanuel R. Piore Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			IEEE Emanuel R. Piore Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			IEEE Emanuel R. Piore Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			IEEE Emanuel R. Piore Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			IEEE Emanuel R. Piore Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			IEEE Emanuel R. Piore Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Emanuel R. Piore Award
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Emanuel R. Piore Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Emanuel R. Piore Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			Seymour Cray Computer Engineering Award
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			Seymour Cray Computer Engineering Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			Seymour Cray Computer Engineering Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	businessperson	male	United States of America		Huntington		American Academy of Arts and Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	engineer	male	United States of America		Huntington		American Academy of Arts and Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		American Academy of Arts and Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Engineering			Seymour Cray Computer Engineering Award
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Engineering			Seymour Cray Computer Engineering Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Engineering			Seymour Cray Computer Engineering Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Seymour Cray Computer Engineering Award
John L. Hennessy	engineer	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Seymour Cray Computer Engineering Award
John L. Hennessy	computer scientist	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Seymour Cray Computer Engineering Award
John L. Hennessy	businessperson	male	United States of America		Huntington		Association for Computing Machinery			ACM Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		Association for Computing Machinery			ACM Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		Association for Computing Machinery			ACM Fellow
John L. Hennessy	businessperson	male	United States of America		Huntington		National Academy of Sciences			ACM Fellow
John L. Hennessy	engineer	male	United States of America		Huntington		National Academy of Sciences			ACM Fellow
John L. Hennessy	computer scientist	male	United States of America		Huntington		National Academy of Sciences			ACM Fellow
